1,2,3,4,5,6,7,8,9,label
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
maslo,none,none,none,none,none,none,none,none,0
podlaha,maslo,vajicka,chleba ve spodu,stul,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
vajicka,maslo,chleba ve spodu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba na vrchu,papricka,vajicka,maslo,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,chleba na vrchu,none,none,1
chleba na vrchu,podlaha,none,none,none,none,none,none,none,0
podlaha,chleba ve spodu,chleba na vrchu,vajicka,stul,maslo,none,none,none,0
sunka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
maslo,podlaha,chleba na vrchu,stul,syr,none,none,none,none,0
syr,maslo,chleba na vrchu,stul,none,none,none,none,none,0
maslo,vajicka,chleba ve spodu,papricka,none,none,none,none,none,0
vajicka,sunka,chleba ve spodu,chleba na vrchu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
chleba ve spodu,stul,sunka,maslo,none,none,none,none,none,0
stul,syr,maslo,chleba na vrchu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
sunka,stul,papricka,syr,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
syr,sunka,none,none,none,none,none,none,none,0
podlaha,maslo,papricka,stul,none,none,none,none,none,0
chleba na vrchu,podlaha,vajicka,syr,maslo,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
vajicka,none,none,none,none,none,none,none,none,0
chleba ve spodu,vajicka,papricka,maslo,sunka,podlaha,chleba na vrchu,none,none,0
papricka,chleba na vrchu,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
vajicka,chleba ve spodu,chleba na vrchu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
syr,sunka,chleba na vrchu,papricka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
chleba na vrchu,syr,none,none,none,none,none,none,none,0
maslo,stul,chleba ve spodu,chleba na vrchu,podlaha,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
stul,papricka,none,none,none,none,none,none,none,0
papricka,sunka,chleba na vrchu,chleba ve spodu,vajicka,syr,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
vajicka,maslo,stul,syr,sunka,chleba na vrchu,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
maslo,stul,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
stul,chleba ve spodu,podlaha,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
sunka,chleba ve spodu,papricka,stul,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
sunka,chleba ve spodu,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,syr,none,none,none,none,1
chleba ve spodu,chleba na vrchu,papricka,none,none,none,none,none,none,0
papricka,chleba na vrchu,vajicka,stul,syr,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
chleba ve spodu,maslo,stul,sunka,chleba na vrchu,vajicka,papricka,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
chleba na vrchu,chleba ve spodu,maslo,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
vajicka,chleba na vrchu,maslo,stul,sunka,none,none,none,none,0
chleba ve spodu,vajicka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
chleba na vrchu,chleba ve spodu,none,none,none,none,none,none,none,0
chleba na vrchu,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
syr,none,none,none,none,none,none,none,none,0
stul,none,none,none,none,none,none,none,none,0
maslo,syr,chleba ve spodu,sunka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
stul,podlaha,syr,papricka,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
sunka,podlaha,vajicka,papricka,maslo,none,none,none,none,0
vajicka,stul,syr,papricka,podlaha,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
sunka,maslo,chleba ve spodu,podlaha,none,none,none,none,none,0
chleba ve spodu,stul,maslo,none,none,none,none,none,none,0
vajicka,stul,syr,podlaha,none,none,none,none,none,0
papricka,chleba ve spodu,syr,stul,chleba na vrchu,sunka,podlaha,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
papricka,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,syr,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
papricka,stul,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
chleba na vrchu,podlaha,papricka,sunka,chleba ve spodu,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
vajicka,stul,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,syr,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
syr,maslo,sunka,chleba na vrchu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
vajicka,maslo,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
syr,stul,vajicka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
stul,papricka,chleba na vrchu,maslo,none,none,none,none,none,0
vajicka,sunka,podlaha,papricka,maslo,syr,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,vajicka,maslo,none,none,none,none,none,none,0
vajicka,none,none,none,none,none,none,none,none,0
chleba na vrchu,syr,stul,maslo,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
stul,papricka,chleba ve spodu,none,none,none,none,none,none,0
podlaha,syr,chleba ve spodu,sunka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,papricka,maslo,none,none,none,none,none,none,0
podlaha,chleba na vrchu,chleba ve spodu,sunka,maslo,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
maslo,chleba ve spodu,vajicka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,chleba na vrchu,none,none,1
stul,syr,maslo,chleba ve spodu,chleba na vrchu,papricka,vajicka,none,none,0
sunka,stul,vajicka,none,none,none,none,none,none,0
podlaha,stul,maslo,papricka,chleba na vrchu,syr,chleba ve spodu,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
vajicka,maslo,chleba na vrchu,syr,podlaha,none,none,none,none,0
syr,maslo,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,papricka,none,none,none,none,1
papricka,chleba ve spodu,sunka,vajicka,maslo,syr,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
syr,papricka,podlaha,maslo,vajicka,chleba ve spodu,none,none,none,0
stul,sunka,vajicka,none,none,none,none,none,none,0
sunka,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,papricka,chleba na vrchu,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
sunka,chleba ve spodu,maslo,stul,papricka,syr,chleba na vrchu,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
chleba ve spodu,syr,none,none,none,none,none,none,none,0
syr,podlaha,maslo,stul,chleba ve spodu,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,vajicka,chleba na vrchu,sunka,maslo,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
sunka,syr,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
sunka,maslo,podlaha,none,none,none,none,none,none,0
maslo,sunka,vajicka,chleba ve spodu,podlaha,none,none,none,none,0
syr,stul,sunka,podlaha,papricka,vajicka,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,chleba na vrchu,none,none,none,1
vajicka,stul,chleba na vrchu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
maslo,vajicka,chleba na vrchu,chleba ve spodu,stul,syr,none,none,none,0
maslo,syr,none,none,none,none,none,none,none,0
sunka,maslo,chleba na vrchu,stul,podlaha,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
maslo,papricka,none,none,none,none,none,none,none,0
podlaha,papricka,maslo,syr,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,papricka,maslo,chleba na vrchu,none,none,none,none,none,0
vajicka,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba na vrchu,vajicka,none,none,none,none,none,none,none,0
papricka,syr,podlaha,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
stul,chleba ve spodu,vajicka,syr,papricka,sunka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
maslo,none,none,none,none,none,none,none,none,0
chleba ve spodu,syr,papricka,vajicka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
vajicka,none,none,none,none,none,none,none,none,0
syr,chleba na vrchu,papricka,stul,podlaha,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
maslo,syr,stul,none,none,none,none,none,none,0
maslo,chleba na vrchu,syr,vajicka,stul,none,none,none,none,0
syr,stul,vajicka,papricka,sunka,podlaha,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,chleba ve spodu,sunka,none,none,none,none,none,none,0
sunka,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
vajicka,sunka,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,0
papricka,chleba ve spodu,syr,maslo,sunka,chleba na vrchu,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
vajicka,sunka,chleba na vrchu,papricka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
vajicka,syr,papricka,chleba ve spodu,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
maslo,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,0
chleba na vrchu,none,none,none,none,none,none,none,none,0
podlaha,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
sunka,chleba na vrchu,stul,vajicka,papricka,syr,none,none,none,0
stul,maslo,chleba na vrchu,syr,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
vajicka,papricka,maslo,chleba ve spodu,sunka,none,none,none,none,0
syr,chleba na vrchu,sunka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
papricka,podlaha,maslo,chleba ve spodu,chleba na vrchu,none,none,none,none,0
vajicka,podlaha,papricka,sunka,none,none,none,none,none,0
syr,chleba na vrchu,stul,papricka,sunka,chleba ve spodu,none,none,none,0
chleba ve spodu,podlaha,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
syr,none,none,none,none,none,none,none,none,0
podlaha,stul,papricka,chleba na vrchu,vajicka,syr,none,none,none,0
vajicka,chleba ve spodu,sunka,podlaha,none,none,none,none,none,0
papricka,maslo,stul,syr,chleba ve spodu,sunka,chleba na vrchu,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
chleba na vrchu,chleba ve spodu,papricka,none,none,none,none,none,none,0
sunka,chleba na vrchu,podlaha,none,none,none,none,none,none,0
podlaha,chleba na vrchu,syr,vajicka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
sunka,vajicka,none,none,none,none,none,none,none,0
chleba na vrchu,vajicka,none,none,none,none,none,none,none,0
maslo,chleba ve spodu,stul,vajicka,chleba na vrchu,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
stul,vajicka,podlaha,sunka,none,none,none,none,none,0
podlaha,chleba ve spodu,stul,none,none,none,none,none,none,0
podlaha,syr,sunka,chleba na vrchu,chleba ve spodu,papricka,none,none,none,0
vajicka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
stul,podlaha,vajicka,papricka,none,none,none,none,none,0
chleba na vrchu,stul,podlaha,syr,none,none,none,none,none,0
chleba na vrchu,papricka,chleba ve spodu,none,none,none,none,none,none,0
maslo,podlaha,stul,sunka,vajicka,none,none,none,none,0
vajicka,sunka,podlaha,papricka,chleba na vrchu,syr,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
syr,stul,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
vajicka,papricka,syr,stul,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
vajicka,chleba ve spodu,sunka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
vajicka,papricka,sunka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
sunka,chleba na vrchu,none,none,none,none,none,none,none,0
chleba na vrchu,maslo,vajicka,chleba ve spodu,podlaha,none,none,none,none,0
vajicka,syr,chleba ve spodu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
vajicka,syr,chleba na vrchu,chleba ve spodu,papricka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
chleba na vrchu,vajicka,podlaha,chleba ve spodu,maslo,none,none,none,none,0
sunka,stul,maslo,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
chleba ve spodu,syr,podlaha,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
maslo,podlaha,sunka,none,none,none,none,none,none,0
chleba na vrchu,none,none,none,none,none,none,none,none,0
chleba na vrchu,maslo,none,none,none,none,none,none,none,0
syr,chleba na vrchu,vajicka,podlaha,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
chleba ve spodu,maslo,stul,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
chleba ve spodu,maslo,syr,sunka,chleba na vrchu,none,none,none,none,0
chleba na vrchu,stul,podlaha,maslo,chleba ve spodu,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
stul,chleba na vrchu,vajicka,chleba ve spodu,podlaha,maslo,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
maslo,chleba ve spodu,papricka,sunka,podlaha,syr,none,none,none,0
stul,chleba na vrchu,papricka,podlaha,sunka,vajicka,none,none,none,0
chleba ve spodu,papricka,maslo,podlaha,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
syr,maslo,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,papricka,chleba na vrchu,none,none,none,1
papricka,syr,vajicka,maslo,sunka,stul,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,papricka,none,none,none,1
chleba ve spodu,vajicka,papricka,none,none,none,none,none,none,0
stul,sunka,maslo,syr,chleba na vrchu,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
maslo,none,none,none,none,none,none,none,none,0
syr,chleba ve spodu,maslo,podlaha,papricka,none,none,none,none,0
podlaha,chleba ve spodu,chleba na vrchu,stul,sunka,maslo,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
maslo,chleba na vrchu,podlaha,vajicka,none,none,none,none,none,0
stul,none,none,none,none,none,none,none,none,0
stul,chleba ve spodu,sunka,vajicka,none,none,none,none,none,0
vajicka,chleba na vrchu,none,none,none,none,none,none,none,0
maslo,sunka,chleba na vrchu,papricka,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
syr,chleba ve spodu,papricka,none,none,none,none,none,none,0
podlaha,stul,maslo,sunka,papricka,none,none,none,none,0
chleba ve spodu,maslo,stul,chleba na vrchu,none,none,none,none,none,0
chleba ve spodu,sunka,stul,papricka,chleba na vrchu,none,none,none,none,0
syr,maslo,vajicka,stul,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba ve spodu,chleba na vrchu,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,sunka,stul,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,chleba na vrchu,none,none,1
vajicka,maslo,sunka,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
maslo,vajicka,sunka,papricka,podlaha,syr,none,none,none,0
sunka,papricka,chleba na vrchu,maslo,chleba ve spodu,syr,none,none,none,0
sunka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
stul,none,none,none,none,none,none,none,none,0
chleba na vrchu,syr,stul,maslo,chleba ve spodu,none,none,none,none,0
podlaha,papricka,sunka,chleba na vrchu,vajicka,stul,chleba ve spodu,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
maslo,sunka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,chleba na vrchu,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba na vrchu,maslo,none,none,none,none,none,none,none,0
vajicka,maslo,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
chleba na vrchu,chleba ve spodu,syr,maslo,none,none,none,none,none,0
sunka,vajicka,chleba na vrchu,maslo,stul,none,none,none,none,0
sunka,chleba ve spodu,podlaha,maslo,vajicka,syr,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
syr,chleba ve spodu,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
stul,sunka,papricka,vajicka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
maslo,chleba ve spodu,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,sunka,syr,papricka,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
vajicka,stul,syr,sunka,none,none,none,none,none,0
chleba na vrchu,vajicka,papricka,syr,maslo,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,syr,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
stul,syr,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
maslo,chleba na vrchu,sunka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
syr,sunka,podlaha,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
chleba na vrchu,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
syr,sunka,maslo,chleba na vrchu,none,none,none,none,none,0
syr,none,none,none,none,none,none,none,none,0
syr,papricka,maslo,stul,none,none,none,none,none,0
papricka,syr,stul,vajicka,chleba ve spodu,none,none,none,none,0
